,filepath,nb_points,timestep_dev,timestep_avg,speed_dev,site,floor,path_id
12,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd5205dd48f840006f149d3.txt,6,0.20211019839939337,2888.8,0.1872819241455842,site2,F4,5dd5205dd48f840006f149d3
13,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd5205350e04e0006f5645c.txt,3,0.009910802775024777,3027.0,0.22334206893134953,site2,F4,5dd5205350e04e0006f5645c
14,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3a33227889b0006b76d2d.txt,7,0.4140375788282759,7432.0,0.09664315835752721,site2,F4,5dd3a33227889b0006b76d2d
15,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3bbcc44333f00067aa7fc.txt,2,0.0,9621.0,0.0,site2,F4,5dd3bbcc44333f00067aa7fc
16,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3ac7144333f00067aa670.txt,18,0.3552452010374696,4995.764705882353,0.21485329414954024,site2,F4,5dd3ac7144333f00067aa670
17,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd522ffd48f840006f149fb.txt,9,0.24686806687108886,7842.375,0.06132365200602947,site2,F4,5dd522ffd48f840006f149fb
18,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3bbcb44333f00067aa7fa.txt,16,0.41149166305750356,4157.066666666667,0.16987278900495278,site2,F4,5dd3bbcb44333f00067aa7fa
19,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3bbc027889b0006b76fb5.txt,5,0.40562711529656337,6385.25,0.08077812141289838,site2,F4,5dd3bbc027889b0006b76fb5
20,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3ac0427889b0006b76db6.txt,15,0.3871202667337893,5132.214285714285,0.22085394428169766,site2,F4,5dd3ac0427889b0006b76db6
21,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3a34c44333f00067aa5c0.txt,3,0.4259201203837231,7974.5,0.00801888553867558,site2,F4,5dd3a34c44333f00067aa5c0
22,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd5262250e04e0006f564f5.txt,4,0.5231785138158177,8074.666666666667,0.09983720930900943,site2,F4,5dd5262250e04e0006f564f5
23,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd5206950e04e0006f56464.txt,5,0.5006625377019579,3520.75,0.12328847555739254,site2,F4,5dd5206950e04e0006f56464
24,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd5206850e04e0006f56460.txt,4,0.15068030077652322,1969.0,0.14942779650766003,site2,F4,5dd5206850e04e0006f56460
25,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3ac5f44333f00067aa66a.txt,8,0.421115580394966,5420.428571428572,0.2547464586229139,site2,F4,5dd3ac5f44333f00067aa66a
26,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F4/path_data_files/5dd3a32a44333f00067aa5ad.txt,22,0.4264071829789724,7949.809523809524,0.1738773795125936,site2,F4,5dd3a32a44333f00067aa5ad
27,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398dc44333f00067aa447.txt,3,0.0931465123362778,8207.5,0.15461314812962157,site2,F3,5dd398dc44333f00067aa447
28,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3904027889b0006b76afc.txt,4,0.47160463923561885,4453.666666666667,0.15221626904999772,site2,F3,5dd3904027889b0006b76afc
29,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3902627889b0006b76ae0.txt,6,0.37045463044266946,6809.0,0.23454932767612915,site2,F3,5dd3902627889b0006b76ae0
30,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51866d48f840006f14965.txt,3,0.002594706798131811,2890.5,0.00259470679813187,site2,F3,5dd51866d48f840006f14965
31,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3903644333f00067aa3a9.txt,15,0.44636564142859775,4744.785714285715,0.3003466569380322,site2,F3,5dd3903644333f00067aa3a9
32,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398db44333f00067aa445.txt,7,0.5370864311631354,6769.166666666667,0.4230841381145854,site2,F3,5dd398db44333f00067aa445
33,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398c544333f00067aa431.txt,15,0.43095971866045507,5364.142857142857,0.2371787627150158,site2,F3,5dd398c544333f00067aa431
34,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd38fff44333f00067aa387.txt,8,0.3035431815147627,7197.142857142857,0.22049029262404313,site2,F3,5dd38fff44333f00067aa387
35,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51bfd50e04e0006f5643e.txt,6,0.24080742969843247,3264.2,0.33135342743597235,site2,F3,5dd51bfd50e04e0006f5643e
36,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd38ffd27889b0006b76aca.txt,6,0.17720557230363967,5466.4,0.10453764061907432,site2,F3,5dd38ffd27889b0006b76aca
37,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51864d48f840006f14961.txt,5,0.3326001179358536,5387.25,0.2266434493404097,site2,F3,5dd51864d48f840006f14961
38,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51cd1d48f840006f149cd.txt,9,0.31387926571008634,4196.125,0.45741695152637574,site2,F3,5dd51cd1d48f840006f149cd
39,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3901e27889b0006b76adc.txt,7,0.43726220498844703,4091.1666666666665,0.2366376110041447,site2,F3,5dd3901e27889b0006b76adc
40,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51a7650e04e0006f5642c.txt,7,0.41155835041124295,4357.666666666667,0.4820493388832494,site2,F3,5dd51a7650e04e0006f5642c
41,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51875d48f840006f1496b.txt,5,0.39835206792849964,3171.25,0.19996623075191428,site2,F3,5dd51875d48f840006f1496b
42,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3904327889b0006b76b00.txt,2,0.0,5445.0,0.0,site2,F3,5dd3904327889b0006b76b00
43,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51c07d48f840006f149c1.txt,6,0.25624105975446215,4781.8,0.27482339363693453,site2,F3,5dd51c07d48f840006f149c1
44,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3901a44333f00067aa393.txt,4,0.36168572862222825,5373.666666666667,0.16639229806529823,site2,F3,5dd3901a44333f00067aa393
45,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51a7850e04e0006f5642e.txt,8,0.6799770406746214,3972.8571428571427,0.381161585968089,site2,F3,5dd51a7850e04e0006f5642e
46,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51bf850e04e0006f5643c.txt,5,0.15856369380583402,3544.0,0.044684702514534144,site2,F3,5dd51bf850e04e0006f5643c
47,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3901744333f00067aa391.txt,5,0.6743683367735588,4829.25,0.2558654618814863,site2,F3,5dd3901744333f00067aa391
48,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3904744333f00067aa3bd.txt,5,0.32468419134938886,7807.75,0.11066941578144102,site2,F3,5dd3904744333f00067aa3bd
49,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398e127889b0006b76b9c.txt,20,0.38147612144948606,9285.105263157895,0.3251042927190492,site2,F3,5dd398e127889b0006b76b9c
50,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d744333f00067aa43c.txt,4,0.09675262832700335,4347.666666666667,0.17998994836183707,site2,F3,5dd398d744333f00067aa43c
51,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d927889b0006b76b91.txt,5,0.33825536068451717,6460.0,0.38956715991534563,site2,F3,5dd398d927889b0006b76b91
52,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3904544333f00067aa3bb.txt,7,0.4854066091889058,5746.166666666667,0.14082151675777563,site2,F3,5dd3904544333f00067aa3bb
53,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d944333f00067aa442.txt,3,0.21619667389732466,2766.0,0.21619667389732455,site2,F3,5dd398d944333f00067aa442
54,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51a70d48f840006f149bd.txt,6,0.5242913523615899,6400.6,0.11205335895058431,site2,F3,5dd51a70d48f840006f149bd
55,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398de44333f00067aa449.txt,2,0.0,6669.0,0.0,site2,F3,5dd398de44333f00067aa449
56,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d127889b0006b76b83.txt,13,0.29037494793385143,8510.416666666666,0.3146815589224323,site2,F3,5dd398d127889b0006b76b83
57,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d527889b0006b76b8b.txt,3,0.5124884366327475,4324.0,0.08938321171570776,site2,F3,5dd398d527889b0006b76b8b
58,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3901227889b0006b76ad4.txt,5,0.5184450412839484,4575.0,0.46966338550139464,site2,F3,5dd3901227889b0006b76ad4
59,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d844333f00067aa43e.txt,4,0.531528419333342,3731.6666666666665,0.22554802324940793,site2,F3,5dd398d844333f00067aa43e
60,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d727889b0006b76b8d.txt,4,0.29306775015174685,6141.0,0.20891233117539257,site2,F3,5dd398d727889b0006b76b8d
61,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51c0350e04e0006f56442.txt,5,0.18913694501609116,4102.25,0.19870459889235184,site2,F3,5dd51c0350e04e0006f56442
62,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd398d327889b0006b76b87.txt,15,0.49867362965478845,4639.357142857143,0.507462778217375,site2,F3,5dd398d327889b0006b76b87
63,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51c0550e04e0006f56444.txt,7,0.41307159327642673,5287.166666666667,0.24285430729992405,site2,F3,5dd51c0550e04e0006f56444
64,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd51c0650e04e0006f56446.txt,4,0.20260789799205736,3634.6666666666665,0.149041945045284,site2,F3,5dd51c0650e04e0006f56446
65,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3903927889b0006b76af4.txt,9,0.43979835637537923,5103.875,0.317541398592257,site2,F3,5dd3903927889b0006b76af4
66,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F3/path_data_files/5dd3902e27889b0006b76ae6.txt,21,0.34758749447870085,6017.75,0.16159786202275675,site2,F3,5dd3902e27889b0006b76ae6
67,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37f0344333f00067aa24b.txt,7,0.3690732379305133,4244.666666666667,0.5023836861075411,site2,F2,5dd37f0344333f00067aa24b
68,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37f0127889b0006b7699c.txt,9,0.2595350815908499,3681.375,0.43702044830626063,site2,F2,5dd37f0127889b0006b7699c
69,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3792c44333f00067aa1c3.txt,5,0.39695448001905326,3427.0,0.3758587617803853,site2,F2,5dd3792c44333f00067aa1c3
70,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37f0044333f00067aa247.txt,6,0.3593397481243764,6249.6,0.08334113817055486,site2,F2,5dd37f0044333f00067aa247
71,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60b8750e04e0006f56699.txt,6,0.474531720273856,4872.4,0.23732525841805263,site2,F2,5dd60b8750e04e0006f56699
72,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd61290d48f840006f14c98.txt,5,0.40219790265053124,5850.0,0.18344644495030302,site2,F2,5dd61290d48f840006f14c98
73,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60ec17da0810006e23f99.txt,4,0.32027223154210394,4627.333333333333,0.14867825386068204,site2,F2,5dd60ec17da0810006e23f99
74,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3792527889b0006b7690f.txt,11,0.29941463019224734,5768.1,0.19499784669426545,site2,F2,5dd3792527889b0006b7690f
75,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60ed1d48f840006f14c57.txt,8,0.44321489067196473,5654.428571428572,0.19617810633284055,site2,F2,5dd60ed1d48f840006f14c57
76,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60ed97da0810006e23f9f.txt,7,0.4587959492122473,6181.666666666667,0.24780817096849636,site2,F2,5dd60ed97da0810006e23f9f
77,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3792c44333f00067aa1c5.txt,5,0.5072115313705561,3646.0,0.5871774628263814,site2,F2,5dd3792c44333f00067aa1c5
78,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd611a5d48f840006f14c7f.txt,5,0.210207035497956,6308.25,0.24496404893939316,site2,F2,5dd611a5d48f840006f14c7f
79,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37f0327889b0006b7699e.txt,3,0.07478336852836234,6866.5,0.12898155437207603,site2,F2,5dd37f0327889b0006b7699e
80,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3791a27889b0006b7690b.txt,11,0.38257750170009464,7226.7,0.15803725571647664,site2,F2,5dd3791a27889b0006b7690b
81,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37ef227889b0006b7698e.txt,25,0.5093860173204149,6681.083333333333,0.2131854617992013,site2,F2,5dd37ef227889b0006b7698e
82,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd610b0d48f840006f14c7c.txt,4,0.21077115372558833,4333.0,0.38069687129318736,site2,F2,5dd610b0d48f840006f14c7c
83,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd36ca744333f00067aa167.txt,29,0.4462231572976321,5143.035714285715,0.2800360584797842,site2,F2,5dd36ca744333f00067aa167
84,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd36cc627889b0006b768de.txt,13,0.2986509178103142,6550.5,0.23357064799116245,site2,F2,5dd36cc627889b0006b768de
85,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37efe27889b0006b76998.txt,8,0.47790023666860065,4216.571428571428,0.29713778456757745,site2,F2,5dd37efe27889b0006b76998
86,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60b88d48f840006f14c44.txt,7,0.4885593228463313,4607.833333333333,0.22166949893884952,site2,F2,5dd60b88d48f840006f14c44
87,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37eec27889b0006b7698c.txt,6,0.3449249639444695,4571.8,0.1814947627462664,site2,F2,5dd37eec27889b0006b7698c
88,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd611a37da0810006e23fb8.txt,4,0.13912974439459044,4076.3333333333335,0.08657973920593262,site2,F2,5dd611a37da0810006e23fb8
89,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60eced48f840006f14c55.txt,13,0.41850892241032916,5621.416666666667,0.0987911056944313,site2,F2,5dd60eced48f840006f14c55
90,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60ed37da0810006e23f9d.txt,11,0.27899307356034353,3875.3,0.176248835717275,site2,F2,5dd60ed37da0810006e23f9d
91,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd378b527889b0006b76900.txt,10,0.4285846937475204,5182.0,0.1959399496139869,site2,F2,5dd378b527889b0006b76900
92,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37efc27889b0006b76996.txt,5,0.6352205816364075,3892.0,0.1598559672037313,site2,F2,5dd37efc27889b0006b76996
93,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3793644333f00067aa1cc.txt,4,0.20549370989503843,8903.0,0.5502009207354928,site2,F2,5dd3793644333f00067aa1cc
94,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37efd44333f00067aa243.txt,9,0.4622964309684606,4091.75,0.46538509471800515,site2,F2,5dd37efd44333f00067aa243
95,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd611a27da0810006e23fb4.txt,3,0.3521951219512195,4100.0,0.18306460288288295,site2,F2,5dd611a27da0810006e23fb4
96,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37efb27889b0006b76994.txt,6,0.4606505669656433,4609.6,0.20405486747405086,site2,F2,5dd37efb27889b0006b76994
97,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37eff27889b0006b7699a.txt,10,0.5271630974595052,5336.888888888889,0.2717633793134287,site2,F2,5dd37eff27889b0006b7699a
98,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd610afd48f840006f14c78.txt,6,0.5257929961067882,4670.6,0.29614807383663677,site2,F2,5dd610afd48f840006f14c78
99,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60c7cd48f840006f14c49.txt,4,0.2518114606250517,4495.0,0.27809861134758346,site2,F2,5dd60c7cd48f840006f14c49
100,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60b8950e04e0006f5669d.txt,3,0.0987132705972729,5207.0,0.18362300799266648,site2,F2,5dd60b8950e04e0006f5669d
101,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd36cb827889b0006b768d8.txt,7,0.4181618047474596,5402.833333333333,0.14612582278275063,site2,F2,5dd36cb827889b0006b768d8
102,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37efe44333f00067aa245.txt,5,0.4591449766593457,4809.0,0.24570229887485556,site2,F2,5dd37efe44333f00067aa245
103,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3793144333f00067aa1c7.txt,9,0.289285564107197,3731.5,0.10915150291480773,site2,F2,5dd3793144333f00067aa1c7
104,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd610b47da0810006e23fa9.txt,3,0.518850987432675,6127.0,0.0035542122648226674,site2,F2,5dd610b47da0810006e23fa9
105,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3792f27889b0006b76917.txt,6,0.4679246965588678,3613.8,0.28167754722814947,site2,F2,5dd3792f27889b0006b76917
106,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60ec67da0810006e23f9b.txt,4,0.3878241856871648,4270.333333333333,0.15601631026354798,site2,F2,5dd60ec67da0810006e23f9b
107,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3792e27889b0006b76915.txt,12,0.4019939286029069,4111.909090909091,0.17880474603007954,site2,F2,5dd3792e27889b0006b76915
108,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3791327889b0006b76907.txt,19,0.5287921811254709,5505.055555555556,0.2817237687564541,site2,F2,5dd3791327889b0006b76907
109,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd60b8750e04e0006f5669b.txt,3,0.23282310967890435,4344.5,0.019684272467909835,site2,F2,5dd60b8750e04e0006f5669b
110,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd37f0244333f00067aa249.txt,9,0.3792936732072447,4059.0,0.31147253307630557,site2,F2,5dd37f0244333f00067aa249
111,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F2/path_data_files/5dd3794027889b0006b7691f.txt,13,0.3514249360273613,6181.0,0.19619362221071468,site2,F2,5dd3794027889b0006b7691f
112,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd529ea50e04e0006f56529.txt,4,0.2855970073676408,4611.333333333333,0.08751213526463754,site2,F5,5dd529ea50e04e0006f56529
113,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd3c99f27889b0006b770df.txt,8,0.3785460947017411,6242.285714285715,0.2493335020032885,site2,F5,5dd3c99f27889b0006b770df
114,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd52a03d48f840006f14a8d.txt,5,0.6111460982289711,4987.75,0.2516194888124937,site2,F5,5dd52a03d48f840006f14a8d
115,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd3d84227889b0006b77211.txt,8,0.3808212343639911,5703.857142857143,0.29201463971875974,site2,F5,5dd3d84227889b0006b77211
116,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd3d86e44333f00067aaa8c.txt,5,0.2190547524346339,7635.25,0.28069983446998154,site2,F5,5dd3d86e44333f00067aaa8c
117,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd52b7fd48f840006f14aa1.txt,4,0.4145234119686653,4520.0,0.173114493004577,site2,F5,5dd52b7fd48f840006f14aa1
118,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd3cea344333f00067aa980.txt,4,0.4982713685477725,4259.0,0.36132849333445993,site2,F5,5dd3cea344333f00067aa980
119,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd52a04d48f840006f14a8f.txt,2,0.0,2760.0,0.0,site2,F5,5dd52a04d48f840006f14a8f
120,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd529f0d48f840006f14a87.txt,7,0.4130083987445908,4542.0,0.21320099096007786,site2,F5,5dd529f0d48f840006f14a87
121,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd529efd48f840006f14a85.txt,5,0.49686296439659583,6922.5,0.18455248644118302,site2,F5,5dd529efd48f840006f14a85
122,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd3d85a44333f00067aaa76.txt,7,0.47294612031725264,4489.166666666667,0.32258218744827194,site2,F5,5dd3d85a44333f00067aaa76
123,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd3c99344333f00067aa919.txt,20,0.4680646847615978,5704.1578947368425,0.2954724745419874,site2,F5,5dd3c99344333f00067aa919
124,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd52a08d48f840006f14a91.txt,3,0.580810198775476,5961.5,0.016899110294106432,site2,F5,5dd52a08d48f840006f14a91
125,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd52c46d48f840006f14ab2.txt,5,0.3349344209666968,3345.75,0.31739188501769733,site2,F5,5dd52c46d48f840006f14ab2
126,/Users/romainfouilland/code/cours/P3A/data/ilc2/data/site2/F5/path_data_files/5dd3ce6444333f00067aa975.txt,2,0.0,10286.0,0.0,site2,F5,5dd3ce6444333f00067aa975
